0,0,0,0,1.006944444
100,0,0,-200,1.125
100,0,0,-205,1.152777778
100,0,0,-210,1.180555556
100,0,0,-215,1.215277778
100,0,0,-220,1.25
100,0,0,-225,1.291666667
100,0,0,-230,1.333333333
100,0,0,-235,1.375
100,0,0,-240,1.423611111
100,0,0,-245,1.479166667
100,0,0,-250,1.534722222
100,0,0,-260,1.659722222
100,0,0,-265,1.729166667
100,0,0,-270,1.8125
100,0,0,-275,1.895833333
100,0,0,-280,1.986111111
100,0,0,-285,2.090277778
100,0,0,-290,2.208333333
100,0,0,-295,2.333333333
100,0,0,-300,2.479166667
100,0,0,-305,2.638888889
100,0,0,-310,2.8125
100,0,0,-315,3.020833333
100,0,0,-320,3.25
100,0,0,-325,3.520833333
100,0,0,-330,3.833333333
100,0,0,-335,4.201388889
100,0,0,-345,5.159722222
100,0,0,-350,5.805555556
100,0,0,-355,6.597222222
100,0,0,-360,7.611111111
100,0,0,-365,8.9375
100,0,0,-370,10.72222222
100,0,0,-375,13.23611111
